Date,Symbol,Order,Shares
2008-02-08,IBM,BUY,100
2008-02-13,IBM,SELL,100
2008-03-17,IBM,BUY,100
2008-03-19,IBM,SELL,100
2008-04-17,IBM,SELL,100
2008-04-18,IBM,BUY,100
2008-05-06,IBM,BUY,100
2008-05-08,IBM,SELL,100
2008-08-07,IBM,BUY,100
2008-08-12,IBM,SELL,100
2009-01-15,IBM,SELL,100
2009-01-22,IBM,BUY,100
2009-07-17,IBM,SELL,100
2009-07-20,IBM,BUY,100
2009-08-06,IBM,BUY,100
2009-08-13,IBM,SELL,100
2009-10-09,IBM,SELL,100
2009-10-12,IBM,BUY,100
2009-11-05,IBM,BUY,100
2009-11-06,IBM,SELL,100
