,IBM,change,gain,loss,rm_gain,rm_loss,rs,rsi
2009-07-29,110.74,0.02,0.02,0.0,0.234285714286,1.25785714286,0.186257808064,15.7012924844
2009-07-30,111.31,-0.57,0.0,0.57,0.15,1.29857142857,0.115511551155,10.3550295858
2009-07-31,111.38,-0.07,0.0,0.07,0.15,1.11571428571,0.134443021767,11.8510158014
2009-08-03,113.26,-1.88,0.0,1.88,0.125,1.25,0.1,9.09090909091
2009-08-04,112.95,0.31,0.31,0.0,0.147142857143,0.982142857143,0.149818181818,13.0297280202
2009-08-05,111.89,1.06,1.06,0.0,0.222857142857,0.751428571429,0.296577946768,22.8739002933
2009-08-06,111.37,0.52,0.52,0.0,0.26,0.428571428571,0.606666666667,37.7593360996
2009-08-07,113.22,-1.85,0.0,1.85,0.26,0.492142857143,0.528301886792,34.5679012346
2009-08-10,112.63,0.59,0.59,0.0,0.302142857143,0.451428571429,0.669303797468,40.0947867299
2009-08-11,111.76,0.87,0.87,0.0,0.265,0.451428571429,0.587025316456,36.9890329013
2009-08-12,113.19,-1.43,0.0,1.43,0.265,0.453571428571,0.584251968504,36.8787276342
2009-08-13,113.46,-0.27,0.0,0.27,0.265,0.433571428571,0.611202635914,37.9345603272
2009-08-14,112.5,0.96,0.96,0.0,0.332857142857,0.433571428571,0.767710049423,43.4296365331
2009-08-17,110.88,1.62,1.62,0.0,0.425,0.433571428571,0.980230642504,49.5008319468
2009-08-18,111.61,-0.73,0.0,0.73,0.423571428571,0.485714285714,0.872058823529,46.5828750982
2009-08-19,112.5,-0.89,0.0,0.89,0.423571428571,0.508571428571,0.832865168539,45.4406130268
2009-08-20,112.86,-0.36,0.0,0.36,0.423571428571,0.529285714286,0.800269905533,44.4527736132
2009-08-21,113.76,-0.9,0.0,0.9,0.423571428571,0.459285714286,0.922239502333,47.9773462783
2009-08-24,113.21,0.55,0.55,0.0,0.440714285714,0.459285714286,0.959564541213,48.9682539683
2009-08-25,112.75,0.46,0.46,0.0,0.397857142857,0.459285714286,0.866251944012,46.4166666667
2009-08-26,113.36,-0.61,0.0,0.61,0.360714285714,0.502857142857,0.717329545455,41.7700578991
2009-08-27,113.32,0.04,0.04,0.0,0.363571428571,0.370714285714,0.980732177264,49.513618677
2009-08-28,112.17,1.15,1.15,0.0,0.403571428571,0.370714285714,1.08863198459,52.1217712177
2009-08-31,112.01,0.16,0.16,0.0,0.352857142857,0.370714285714,0.95183044316,48.766041461
2009-09-01,110.72,1.29,1.29,0.0,0.445,0.268571428571,1.65691489362,62.3623623624
2009-09-02,110.15,0.57,0.57,0.0,0.485714285714,0.249285714286,1.94842406877,66.0835762877
2009-09-03,110.38,-0.23,0.0,0.23,0.417142857143,0.265714285714,1.56989247312,61.0878661088
2009-09-04,111.45,-1.07,0.0,1.07,0.301428571429,0.342142857143,0.881002087683,46.8368479467
2009-09-08,111.16,0.29,0.29,0.0,0.322142857143,0.29,1.11083743842,52.6254375729
2009-09-09,110.79,0.37,0.37,0.0,0.348571428571,0.226428571429,1.53943217666,60.6211180124
2009-09-10,111.65,-0.86,0.0,0.86,0.348571428571,0.262142857143,1.32970027248,57.0760233918
2009-09-11,112.01,-0.36,0.0,0.36,0.348571428571,0.223571428571,1.55910543131,60.9238451935
2009-09-14,112.8,-0.79,0.0,0.79,0.309285714286,0.28,1.10459183673,52.4848484848
2009-09-15,113.24,-0.44,0.0,0.44,0.276428571429,0.311428571429,0.887614678899,47.0230862697
2009-09-16,115.59,-2.35,0.0,2.35,0.276428571429,0.435714285714,0.634426229508,38.816449348
2009-09-17,115.64,-0.05,0.0,0.05,0.273571428571,0.439285714286,0.622764227642,38.376753507
2009-09-18,115.86,-0.22,0.0,0.22,0.191428571429,0.455,0.420722135008,29.6132596685
2009-09-21,115.35,0.51,0.51,0.0,0.216428571429,0.455,0.475667189953,32.2340425532
2009-09-22,115.39,-0.04,0.0,0.04,0.124285714286,0.457857142857,0.271450858034,21.3496932515
2009-09-23,114.64,0.75,0.75,0.0,0.137142857143,0.457857142857,0.299531981279,23.0492196879
2009-09-24,114.75,-0.11,0.0,0.11,0.137142857143,0.449285714286,0.305246422893,23.3861144945
2009-09-25,114.88,-0.13,0.0,0.13,0.137142857143,0.382142857143,0.358878504673,26.4099037139
2009-09-28,113.22,1.66,1.66,0.0,0.235,0.382142857143,0.614953271028,38.0787037037
2009-09-29,112.73,0.49,0.49,0.0,0.243571428571,0.382142857143,0.63738317757,38.9269406393
2009-09-30,113.49,-0.76,0.0,0.76,0.243571428571,0.375,0.649523809524,39.376443418
2009-10-01,111.87,1.62,1.62,0.0,0.359285714286,0.349285714286,1.02862985685,50.7056451613
2009-10-02,112.93,-1.06,0.0,1.06,0.359285714286,0.368571428571,0.97480620155,49.3621197252
2009-10-05,113.62,-0.69,0.0,0.69,0.359285714286,0.386428571429,0.929759704251,48.1800766284
2009-10-06,115.14,-1.52,0.0,1.52,0.359285714286,0.327142857143,1.09825327511,52.3413111342
2009-10-07,116.5,-1.36,0.0,1.36,0.359285714286,0.420714285714,0.853989813243,46.0622710623
2009-10-08,116.03,0.47,0.47,0.0,0.392857142857,0.405,0.970017636684,49.2390331244
2009-10-09,119.49,-3.46,0.0,3.46,0.356428571429,0.652142857143,0.546549835706,35.3399433428
2009-10-12,120.54,-1.05,0.0,1.05,0.356428571429,0.724285714286,0.492110453649,32.9808327826
2009-10-13,120.52,0.02,0.02,0.0,0.304285714286,0.724285714286,0.420118343195,29.5833333333
2009-10-14,121.78,-1.26,0.0,1.26,0.304285714286,0.806428571429,0.37732506643,27.3954983923
2009-10-15,121.43,0.35,0.35,0.0,0.329285714286,0.797142857143,0.413082437276,29.2327203551
2009-10-16,115.42,6.01,6.01,0.0,0.64,0.797142857143,0.802867383513,44.5328031809
2009-10-19,116.76,-1.34,0.0,1.34,0.605,0.892857142857,0.6776,40.3910348116
2009-10-20,116.54,0.22,0.22,0.0,0.620714285714,0.838571428571,0.740204429302,42.5354870289
2009-10-21,114.68,1.86,1.86,0.0,0.637857142857,0.838571428571,0.760647359455,43.2027092404
2009-10-22,116.41,-1.73,0.0,1.73,0.637857142857,0.886428571429,0.719580983078,41.8462980319
2009-10-23,114.2,2.21,2.21,0.0,0.795714285714,0.837142857143,0.950511945392,48.7314085739
2009-10-26,113.96,0.24,0.24,0.0,0.812857142857,0.728571428571,1.11568627451,52.734012975
2009-10-27,114.48,-0.52,0.0,0.52,0.812857142857,0.668571428571,1.21581196581,54.8698167792
2009-10-28,115.28,-0.8,0.0,0.8,0.779285714286,0.725714285714,1.07381889764,51.7797816801
2009-10-29,116.58,-1.3,0.0,1.3,0.779285714286,0.571428571429,1.36375,57.6943416182
2009-10-30,114.44,2.14,2.14,0.0,0.932142857143,0.496428571429,1.87769784173,65.25
2009-11-02,114.39,0.05,0.05,0.0,0.934285714286,0.496428571429,1.88201438849,65.3020469296
2009-11-03,114.96,-0.57,0.0,0.57,0.934285714286,0.447142857143,2.08945686901,67.6318510858
2009-11-04,115.08,-0.12,0.0,0.12,0.909285714286,0.455714285714,1.99529780564,66.6143380429
2009-11-05,116.8,-1.72,0.0,1.72,0.48,0.578571428571,0.82962962963,45.3441295547
2009-11-06,117.7,-0.9,0.0,0.9,0.48,0.547142857143,0.8772845953,46.7315716273
2009-11-09,120.09,-2.39,0.0,2.39,0.464285714286,0.717857142857,0.646766169154,39.2749244713
2009-11-10,120.96,-0.87,0.0,0.87,0.331428571429,0.78,0.424908424908,29.8200514139
2009-11-11,121.22,-0.26,0.0,0.26,0.331428571429,0.675,0.491005291005,32.9311568488
2009-11-12,120.34,0.88,0.88,0.0,0.236428571429,0.675,0.350264550265,25.9404388715
2009-11-13,121.07,-0.73,0.0,0.73,0.219285714286,0.727142857143,0.301571709234,23.1698113208
2009-11-16,122.2,-1.13,0.0,1.13,0.219285714286,0.770714285714,0.284522706209,22.1500721501
2009-11-17,122.6,-0.4,0.0,0.4,0.219285714286,0.742142857143,0.295476419634,22.808320951
2009-11-18,122.14,0.46,0.46,0.0,0.252142857143,0.649285714286,0.388338833883,27.971473851
2009-11-19,121.56,0.58,0.58,0.0,0.140714285714,0.649285714286,0.216721672167,17.8119349005
2009-11-20,121.0,0.56,0.56,0.0,0.177142857143,0.649285714286,0.272827282728,21.4347450303
2009-11-23,122.19,-1.19,0.0,1.19,0.177142857143,0.693571428571,0.255406797116,20.3445447088
2009-11-24,121.93,0.26,0.26,0.0,0.195714285714,0.685,0.285714285714,22.2222222222
2009-11-25,121.31,0.62,0.62,0.0,0.24,0.562142857143,0.426937738247,29.9198575245
2009-11-27,119.8,1.51,1.51,0.0,0.347857142857,0.497857142857,0.698708751793,41.1317567568
2009-11-30,120.42,-0.62,0.0,0.62,0.347857142857,0.371428571429,0.936538461538,48.361469712
2009-12-01,121.94,-1.52,0.0,1.52,0.347857142857,0.417857142857,0.832478632479,45.4291044776
2009-12-02,121.24,0.7,0.7,0.0,0.397857142857,0.399285714286,0.996422182469,49.9103942652
2009-12-03,121.57,-0.33,0.0,0.33,0.335,0.422857142857,0.79222972973,44.2035815269
2009-12-04,121.28,0.29,0.29,0.0,0.355714285714,0.370714285714,0.959537572254,48.9675516224
2009-12-07,121.08,0.2,0.2,0.0,0.37,0.29,1.27586206897,56.0606060606
2009-12-08,120.85,0.23,0.23,0.0,0.386428571429,0.261428571429,1.4781420765,59.6471885336
2009-12-09,122.37,-1.52,0.0,1.52,0.353571428571,0.37,0.955598455598,48.8647581441
2009-12-10,123.27,-0.9,0.0,0.9,0.312142857143,0.434285714286,0.71875,41.8181818182
2009-12-11,123.6,-0.33,0.0,0.33,0.272142857143,0.457857142857,0.594383775351,37.2798434442
2009-12-14,123.83,-0.23,0.0,0.23,0.272142857143,0.389285714286,0.699082568807,41.1447084233
2009-12-15,122.46,1.37,1.37,0.0,0.351428571429,0.389285714286,0.902752293578,47.4445515911
2009-12-16,122.67,-0.21,0.0,0.21,0.307142857143,0.404285714286,0.759717314488,43.1726907631
2009-12-17,121.42,1.25,1.25,0.0,0.288571428571,0.404285714286,0.713780918728,41.6494845361
2009-12-18,121.91,-0.49,0.0,0.49,0.288571428571,0.395,0.730560578662,42.2152560084
2009-12-21,122.61,-0.7,0.0,0.7,0.288571428571,0.336428571429,0.857749469214,46.1714285714
2009-12-22,123.83,-1.22,0.0,1.22,0.238571428571,0.423571428571,0.56323777403,36.0302049622
2009-12-23,123.9,-0.07,0.0,0.07,0.238571428571,0.405,0.589065255732,37.0699223085
2009-12-24,124.44,-0.54,0.0,0.54,0.217857142857,0.443571428571,0.49114331723,32.9373650108
2009-12-28,126.1,-1.66,0.0,1.66,0.203571428571,0.562142857143,0.362134688691,26.5858208955
2009-12-29,125.66,0.44,0.44,0.0,0.218571428571,0.562142857143,0.388818297332,27.9963403477
2009-12-30,126.35,-0.69,0.0,0.69,0.218571428571,0.502857142857,0.434659090909,30.297029703
2009-12-31,124.76,1.59,1.59,0.0,0.332142857143,0.438571428571,0.757328990228,43.0954587581
